split,image_path,xml_path,reason,detail
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00069.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00069.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00073_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00073_1.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00085.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00085.xml,Expected exactly 8 usable character boxes,Found 9 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00088.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00088.xml,Expected exactly 8 usable character boxes,Found 6 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00091.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00091.xml,Expected exactly 8 usable character boxes,Found 9 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00093_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00093_1.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00095.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00095.xml,Expected exactly 8 usable character boxes,Found 5 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00097.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00097.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00120.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00120.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00128.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00128.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00131.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00131.xml,Expected exactly 8 usable character boxes,Found 3 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00131_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00131_extra.xml,Expected exactly 8 usable character boxes,Found 3 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00132_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00132_1.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00136.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00136.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00148.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00148.xml,Expected exactly 8 usable character boxes,Found 6 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00153_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00153_1.xml,Expected exactly 8 usable character boxes,Found 6 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00154.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00154.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00155.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00155.xml,Expected exactly 8 usable character boxes,Found 5 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00160.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00160.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00163_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00163_1.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00164.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00164.xml,Expected exactly 8 usable character boxes,Found 6 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00170.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00170.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00173_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00173_1.xml,Expected exactly 8 usable character boxes,Found 5 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00175.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00175.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00179.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00179.xml,Expected exactly 8 usable character boxes,Found 4 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00182_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00182_1.xml,Expected exactly 8 usable character boxes,Found 6 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00186.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00186.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00189.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00189.xml,Expected exactly 8 usable character boxes,Found 5 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00193_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00193_1.xml,Expected exactly 8 usable character boxes,Found 3 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00200.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00200.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00211.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00211.xml,Expected exactly 8 usable character boxes,Found 4 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00211_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00211_extra.xml,Expected exactly 8 usable character boxes,Found 4 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00212_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00212_1.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00215.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00215.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00218.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00218.xml,Expected exactly 8 usable character boxes,Found 3 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00224.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00224.xml,Expected exactly 8 usable character boxes,Found 5 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00225.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00225.xml,Expected exactly 8 usable character boxes,Found 9 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00227.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00227.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00234.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00234.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00241.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00241.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00241_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00241_extra.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00249.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00249.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00251.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00251.xml,Expected exactly 8 usable character boxes,Found 5 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00251_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00251_extra.xml,Expected exactly 8 usable character boxes,Found 5 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00255.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00255.xml,Expected exactly 8 usable character boxes,Found 6 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00258.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00258.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00265.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00265.xml,Expected exactly 8 usable character boxes,Found 6 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00268.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00268.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00276.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00276.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00280.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00280.xml,Expected exactly 8 usable character boxes,Found 5 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00283_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00283_1.xml,Expected exactly 8 usable character boxes,Found 3 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00290.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00290.xml,Expected exactly 8 usable character boxes,Found 3 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00291.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00291.xml,Expected exactly 8 usable character boxes,Found 4 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00291_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00291_extra.xml,Expected exactly 8 usable character boxes,Found 4 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00292_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00292_1.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00296.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00296.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00297.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00297.xml,Expected exactly 8 usable character boxes,Found 6 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00298.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00298.xml,Expected exactly 8 usable character boxes,Found 5 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00304.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00304.xml,Expected exactly 8 usable character boxes,Found 4 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00305.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00305.xml,Expected exactly 8 usable character boxes,Found 5 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00316.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00316.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00327.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00327.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00329.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00329.xml,Expected exactly 8 usable character boxes,Found 6 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00338.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00338.xml,Expected exactly 8 usable character boxes,Found 6 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00345.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00345.xml,Expected exactly 8 usable character boxes,Found 5 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00347.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00347.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00355.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00355.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00358.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00358.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00363_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00363_1.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00374.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00374.xml,Expected exactly 8 usable character boxes,Found 6 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00375.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00375.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00379.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00379.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00388.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00388.xml,Expected exactly 8 usable character boxes,Found 7 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00391.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00391.xml,Expected exactly 8 usable character boxes,Found 9 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00391_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00391_extra.xml,Expected exactly 8 usable character boxes,Found 9 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00399.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00399.xml,Expected exactly 8 usable character boxes,Found 5 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00410.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00410.xml,Expected exactly 8 usable character boxes,Found 5 usable boxes after ignoring 'کل ناحیه پلاک'
train,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00422_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/Advanced_CLPR/Datasets/DS_model_2/train/00422_1.xml,Expected exactly 8 usable character boxes,Found 9 usable boxes after ignoring 'کل ناحیه پلاک'
